0.41661681,0.01068862,0.00127086,0.00983222,0.74540793,0.02721729
0.44499634,0.04792212,0.00197158,0.00941976,0.58424252,0.02688777
0.38345082,0.00492060,0.00141489,0.00425842,0.14964844,0.02674989
0.43220525,0.00759236,0.00210775,0.00596826,0.10538980,0.02553344
0.49473944,0.05002779,0.00211163,0.06897169,0.19966994,0.02627839
0.43782777,0.04019242,0.00183167,0.02560957,0.33694631,0.02894583
0.30448693,0.04932624,0.00464073,0.03451572,0.03583452,0.02145636
0.31544648,0.00126649,0.00126647,0.04685085,0.01784729,0.02722124
0.48194494,0.02642497,0.00154698,0.08867688,0.46972106,0.02946900
0.39287201,0.01124621,0.00337275,0.02250218,0.34059596,0.02314258
0.41703161,0.01377845,0.00351782,0.04050557,0.85359871,0.02370476
0.44260363,0.04749450,0.00365839,0.10440966,0.16608544,0.02440395
0.36673076,0.01897624,0.00127098,0.04377078,0.16440312,0.02824821
0.42406215,0.01181216,0.00197679,0.00433646,0.62021467,0.02623262
0.38148239,0.00899704,0.00252940,0.00880850,0.19067192,0.02473420
0.41015421,0.00211172,0.00183191,0.00424412,0.64128552,0.02618936
0.40677688,0.04946783,0.00070460,0.00422644,0.57777608,0.02810438
0.45609926,0.00632881,0.00113139,0.01902171,0.21344237,0.02721261
0.40354484,0.00562893,0.00155184,0.05178224,0.44555524,0.02651380
0.39103610,0.04622845,0.00281678,0.01743409,0.19109730,0.02632361
0.41521229,0.02979172,0.00168699,0.00436923,0.24224022,0.02979537
0.46072929,0.00829611,0.00014352,0.04008471,0.69552639,0.02843653
0.43979884,0.01672167,0.00196867,0.02283136,0.05325419,0.02712585
0.41998294,0.04820018,0.00238937,0.01210781,0.68132896,0.02627904
0.45089957,0.04089689,0.00056996,0.01686741,0.73331561,0.02885826
0.39862991,0.00661068,0.00140528,0.01336190,0.08346880,0.02670333
0.42152872,0.00843565,0.00169330,0.05772968,0.59927911,0.02633109
0.42391909,0.03161918,0.00070550,0.02117563,0.77799784,0.02927720
0.42672884,0.01194820,0.00127024,0.03203811,0.49627715,0.02726463
0.39736813,0.01152538,0.00183587,0.02205078,0.33202274,0.02641658
0.43319438,0.02473366,0.00239557,0.03478487,0.33750528,0.02899466
0.39174631,0.01194351,0.00421595,0.03311065,0.02824306,0.02126386
0.50794253,0.00056336,0.00211455,0.04495192,0.28144142,0.02595194
0.42897709,0.01420065,0.00071197,0.06013678,0.33455887,0.02810807
0.46803868,0.03414627,0.00056780,0.01341091,0.52536694,0.02923114
0.37572268,0.03245772,0.00422273,0.02369248,0.42153387,0.02918781
0.35844736,0.00703167,0.00196748,0.00000333,0.12238578,0.02571857
0.45722474,0.04187255,0.00112740,0.02253575,0.68217047,0.02880907
0.36687104,0.01181018,0.00126666,0.00941581,0.08361233,0.02721633
0.38289517,0.00492659,0.00267277,0.02171634,0.16847049,0.02435723
0.43642881,0.02403649,0.00309732,0.05285709,0.25910214,0.02848242
