0.01917,0.05085,0.05509,0.10259,0.12602,0.11329,0.09842,0.10047,0.09888,0.10343,0.06490,0.07150,0.05439,0.04037,0.04159,0.02812,0.03854,0.02358,0.01514,0.01568,0.01021,0.00591,0.01115,0.00545,0.00342,0.00320,0.00284,0.00358,0.00206,0.00114,0.00035,0.00135
0.05651,0.07628,0.05910,0.03858,0.03450,0.03497,0.02547,0.03603,0.03606,0.03575,0.03659,0.04433,0.04644,0.04086,0.02820,0.02730,0.04348,0.02772,0.04343,0.04015,0.04723,0.03249,0.03503,0.03182,0.03074,0.05350,0.04909,0.04412,0.03827,0.03725,0.02377,0.02502
0.00430,0.02884,0.03429,0.01865,0.04935,0.05128,0.03744,0.03476,0.03383,0.04147,0.04094,0.05434,0.04770,0.05545,0.07170,0.05500,0.07312,0.07571,0.04661,0.05201,0.04383,0.06203,0.04100,0.06864,0.03871,0.05670,0.03164,0.02822,0.02099,0.01368,0.00140,0.00000
0.13582,0.08729,0.05071,0.05468,0.03067,0.03030,0.02123,0.02247,0.02230,0.02622,0.00958,0.01192,0.01464,0.01994,0.01434,0.00827,0.00840,0.00703,0.00438,0.01109,0.01021,0.00506,0.00955,0.04636,0.04706,0.08459,0.05030,0.02663,0.07325,0.09768,0.10940,0.05139
0.09947,0.13814,0.13389,0.08605,0.11212,0.07832,0.05596,0.05680,0.04312,0.04004,0.05096,0.04004,0.02887,0.03940,0.03776,0.02936,0.03211,0.01614,0.02032,0.01300,0.01745,0.01392,0.01154,0.01091,0.00835,0.01280,0.01055,0.00636,0.00617,0.00418,0.00350,0.00304
0.08824,0.11917,0.11091,0.09708,0.08241,0.07133,0.05635,0.05596,0.04052,0.05148,0.02657,0.04862,0.03222,0.03551,0.02390,0.02109,0.02372,0.01696,0.01793,0.01377,0.01915,0.01013,0.01393,0.01773,0.01252,0.01372,0.01136,0.00994,0.01523,0.01596,0.03495,0.03854
0.03404,0.02505,0.05363,0.11318,0.17873,0.12168,0.09996,0.09156,0.06097,0.06959,0.05139,0.04623,0.03891,0.04475,0.03920,0.02771,0.03261,0.02151,0.02231,0.01874,0.01787,0.01983,0.01632,0.03000,0.01670,0.00869,0.00325,0.00517,0.00082,0.00228,0.00175,0.00101
0.00066,0.00873,0.00474,0.01908,0.04504,0.01585,0.01814,0.03434,0.01487,0.01144,0.00915,0.01811,0.01339,0.01556,0.03920,0.04177,0.04891,0.06827,0.03147,0.05277,0.06766,0.06371,0.05334,0.04545,0.04478,0.06630,0.08032,0.12798,0.12181,0.06157,0.00000,0.03212
0.02115,0.01935,0.03320,0.05553,0.07667,0.08112,0.06909,0.08648,0.07361,0.08389,0.08232,0.09152,0.06736,0.07101,0.06597,0.04673,0.03458,0.03724,0.02988,0.02180,0.01915,0.01392,0.01115,0.01364,0.00949,0.00869,0.00730,0.01192,0.00905,0.00988,0.01084,0.03516
0.55849,0.09070,0.06239,0.05172,0.05462,0.04802,0.03319,0.02543,0.02230,0.02479,0.02047,0.00906,0.00795,0.00632,0.00574,0.00827,0.00840,0.00662,0.00876,0.00421,0.00681,0.00506,0.00398,0.00409,0.00645,0.00869,0.00527,0.00517,0.00905,0.00570,0.00629,0.00439
0.00595,0.04478,0.03758,0.05808,0.08337,0.08998,0.07333,0.08860,0.06691,0.09676,0.06882,0.08246,0.05732,0.07442,0.05402,0.05087,0.05089,0.04137,0.04223,0.02294,0.02511,0.01941,0.02548,0.01545,0.01404,0.01052,0.00487,0.00477,0.00576,0.00266,0.00210,0.00169
0.00132,0.00380,0.00438,0.00466,0.00575,0.00932,0.01081,0.01145,0.01933,0.01716,0.02091,0.02050,0.02218,0.03551,0.04828,0.04963,0.10079,0.06909,0.11753,0.09293,0.12043,0.15443,0.10947,0.09591,0.06907,0.03841,0.01298,0.01351,0.00617,0.00532,0.00384,0.00135
0.00033,0.00152,0.00146,0.00339,0.00671,0.00886,0.00733,0.01357,0.01190,0.02097,0.02526,0.03051,0.02636,0.03696,0.03298,0.03019,0.03804,0.03269,0.03466,0.04054,0.05660,0.03966,0.02707,0.03500,0.03529,0.03201,0.03002,0.03855,0.06132,0.09388,0.05383,0.29919
0.00991,0.01860,0.02992,0.04409,0.07762,0.04942,0.04786,0.04705,0.03643,0.03956,0.03049,0.02955,0.02720,0.04183,0.03728,0.03391,0.04249,0.02896,0.02709,0.02141,0.02213,0.01519,0.01433,0.01318,0.01518,0.02378,0.02434,0.07472,0.08765,0.08210,0.11430,0.05037
0.00826,0.01252,0.03685,0.02416,0.03498,0.03683,0.04014,0.05129,0.03606,0.05815,0.04965,0.06911,0.06778,0.06858,0.05593,0.04756,0.07016,0.05172,0.06215,0.04933,0.05830,0.03544,0.03742,0.03818,0.03605,0.04893,0.03854,0.02862,0.02428,0.01672,0.01118,0.00304
0.00892,0.02467,0.02225,0.02586,0.02875,0.02331,0.01389,0.02035,0.02862,0.03861,0.04834,0.05910,0.04937,0.05934,0.08031,0.05542,0.06324,0.06206,0.04980,0.04321,0.04596,0.04557,0.03782,0.06045,0.04896,0.05853,0.04381,0.03418,0.03909,0.02585,0.01922,0.03313
0.00198,0.00190,0.00365,0.00636,0.01390,0.01911,0.01814,0.02586,0.02862,0.04242,0.05226,0.06578,0.05565,0.09825,0.08126,0.06989,0.08893,0.05710,0.10837,0.08834,0.10936,0.05823,0.01990,0.01091,0.01025,0.01600,0.01663,0.02107,0.02263,0.02509,0.02517,0.04023
0.08096,0.06679,0.08464,0.07927,0.08002,0.05268,0.04400,0.05341,0.07138,0.10724,0.07578,0.04004,0.03431,0.03794,0.03346,0.02564,0.02372,0.02317,0.02390,0.01415,0.01660,0.01224,0.01234,0.01682,0.00911,0.01646,0.01420,0.01749,0.01975,0.01520,0.01468,0.04632
0.01487,0.02581,0.01605,0.01357,0.01725,0.01585,0.01505,0.00805,0.00892,0.01430,0.01132,0.00906,0.01548,0.01362,0.01004,0.01075,0.01976,0.01158,0.00996,0.01377,0.01277,0.00759,0.01513,0.01955,0.01328,0.01875,0.01542,0.01669,0.01646,0.01520,0.01433,0.67850
0.00892,0.01366,0.01678,0.02162,0.03690,0.03636,0.03705,0.05214,0.07844,0.08055,0.07753,0.09676,0.10251,0.11770,0.11998,0.09222,0.08547,0.03930,0.03426,0.03021,0.02255,0.01814,0.01592,0.01909,0.01328,0.01555,0.01379,0.01431,0.01070,0.00988,0.00350,0.00068
0.01256,0.06679,0.06530,0.09326,0.09871,0.10536,0.09958,0.08860,0.06394,0.07007,0.06533,0.06435,0.04519,0.03648,0.04493,0.03143,0.03706,0.02276,0.02032,0.02371,0.02128,0.02194,0.01354,0.02045,0.00949,0.02012,0.01298,0.00636,0.00988,0.00494,0.00454,0.00338
0.03239,0.07287,0.09413,0.08393,0.05462,0.07832,0.07526,0.06740,0.05353,0.02717,0.02875,0.02145,0.00879,0.00292,0.00574,0.00868,0.00593,0.00496,0.00478,0.00803,0.01149,0.00759,0.00836,0.00955,0.01935,0.02195,0.03408,0.03100,0.04198,0.02965,0.03775,0.21062
0.21745,0.18596,0.10325,0.08054,0.09344,0.07599,0.06021,0.04536,0.04870,0.06387,0.04312,0.03051,0.03640,0.02821,0.02294,0.01530,0.01433,0.00952,0.00438,0.00497,0.00468,0.00211,0.00318,0.00227,0.00038,0.00274,0.00122,0.00199,0.00370,0.00114,0.00454,0.00845
0.17118,0.12865,0.09486,0.08478,0.07762,0.06247,0.04477,0.04578,0.03755,0.04051,0.02613,0.03241,0.03222,0.02529,0.02247,0.01778,0.02372,0.02234,0.02430,0.01644,0.01830,0.01266,0.02070,0.01727,0.01176,0.01509,0.00852,0.02186,0.01605,0.02281,0.02027,0.01149
0.04891,0.06148,0.06020,0.07842,0.08529,0.10676,0.07912,0.07037,0.06654,0.07912,0.07970,0.07817,0.06151,0.05982,0.03681,0.03474,0.03014,0.01696,0.01116,0.00765,0.00851,0.01435,0.00995,0.01500,0.01176,0.01189,0.00974,0.01789,0.02099,0.01254,0.01014,0.00270
0.03569,0.03795,0.07260,0.10004,0.11260,0.11655,0.08105,0.07079,0.07249,0.07150,0.06533,0.05148,0.04184,0.05350,0.03489,0.03681,0.04397,0.02441,0.01952,0.01377,0.01787,0.02194,0.00995,0.01727,0.01480,0.01600,0.01298,0.01113,0.01152,0.00684,0.00419,0.00270
0.00694,0.02694,0.02955,0.06994,0.05271,0.06573,0.03512,0.04112,0.03717,0.04004,0.04965,0.07436,0.08870,0.08463,0.08700,0.06658,0.08251,0.05296,0.03028,0.01453,0.01106,0.00886,0.00597,0.01000,0.00949,0.01463,0.00933,0.00954,0.01687,0.02509,0.03390,0.10446
0.02875,0.05313,0.03940,0.03985,0.04600,0.04755,0.02817,0.02331,0.01896,0.02765,0.02047,0.02717,0.02971,0.04864,0.06788,0.07072,0.08449,0.07240,0.07649,0.08298,0.10511,0.09241,0.06967,0.03318,0.01139,0.01280,0.00852,0.00159,0.00782,0.00608,0.00524,0.00541
0.10674,0.11727,0.12696,0.13523,0.13800,0.08671,0.07063,0.06359,0.04015,0.05052,0.03746,0.05386,0.04310,0.04086,0.03394,0.02151,0.01828,0.01283,0.00837,0.01989,0.01149,0.00759,0.00518,0.00273,0.00342,0.00640,0.00081,0.00000,0.00000,0.00038,0.00175,0.00169
0.05618,0.09222,0.06348,0.05214,0.04169,0.05315,0.03821,0.03942,0.04796,0.08294,0.08754,0.06435,0.05146,0.05982,0.06023,0.03102,0.05040,0.05710,0.04422,0.03671,0.03702,0.01646,0.01194,0.00682,0.01480,0.01097,0.01460,0.00954,0.01605,0.01026,0.01363,0.01183
0.00595,0.02125,0.04232,0.09368,0.14854,0.09044,0.08337,0.06783,0.05613,0.07960,0.06577,0.06435,0.06402,0.05593,0.04015,0.03846,0.04545,0.02896,0.02829,0.02141,0.02894,0.01899,0.02667,0.02136,0.01404,0.02195,0.01339,0.01590,0.01111,0.00722,0.00280,0.00068
0.00793,0.02543,0.02335,0.06655,0.10541,0.09557,0.08452,0.08775,0.04387,0.06816,0.06402,0.04909,0.04017,0.04232,0.03967,0.03060,0.02421,0.02027,0.01394,0.00994,0.01021,0.01519,0.00955,0.01727,0.00949,0.01966,0.00933,0.01232,0.01770,0.02547,0.09997,0.08688
0.00463,0.00304,0.01313,0.01187,0.02587,0.02657,0.01505,0.01568,0.01561,0.05481,0.08537,0.09581,0.10377,0.07928,0.06501,0.08023,0.09190,0.03434,0.02709,0.02715,0.02213,0.03502,0.04419,0.03455,0.03302,0.05990,0.05517,0.06359,0.04033,0.02090,0.01608,0.01995
0.00562,0.02543,0.03648,0.04790,0.06133,0.06573,0.03975,0.04409,0.04275,0.09676,0.11585,0.12774,0.11004,0.11965,0.08078,0.05128,0.05040,0.03848,0.03386,0.02868,0.02766,0.02110,0.01791,0.01091,0.00835,0.00549,0.00365,0.00278,0.00123,0.00114,0.00350,0.01285
0.01851,0.03643,0.04269,0.02162,0.01869,0.04056,0.02779,0.05087,0.05242,0.07007,0.10976,0.14442,0.09540,0.12257,0.12906,0.09677,0.11858,0.06082,0.02869,0.01262,0.00511,0.01013,0.00717,0.00545,0.00114,0.00686,0.00365,0.00119,0.00247,0.00000,0.00105,0.00270
0.00066,0.00493,0.01532,0.02035,0.02779,0.02704,0.02046,0.02289,0.01524,0.02002,0.02047,0.02860,0.02720,0.02529,0.03250,0.02936,0.04002,0.03765,0.02908,0.04933,0.05489,0.05527,0.05215,0.06773,0.05389,0.06127,0.04138,0.03736,0.05062,0.05473,0.06886,0.15078
