0.43263267,0.00324112,0.00099308,0.00421641,0.20894492,0.02745074
0.38991410,0.00604952,0.00183505,0.01530218,0.42981712,0.02604861
0.42799743,0.03105699,0.00140610,0.00432895,0.21765199,0.02974600
0.35380455,0.00421617,0.00168846,0.04576145,0.13728041,0.02633037
0.44766619,0.03007823,0.00211646,0.07235243,0.83083705,0.02993084
0.41113689,0.00169173,0.00099052,0.06450835,0.61009417,0.02758953
0.43487703,0.04355925,0.00365813,0.03529813,0.39947420,0.02632896
0.45398622,0.00815750,0.00084699,0.00592001,0.43023796,0.02759595
0.29914435,0.04060972,0.00464285,0.02436579,0.09245717,0.02619137
0.41984155,0.00154893,0.00098683,0.00000609,0.85064158,0.02754043
0.31516728,0.00421717,0.00408446,0.04110297,0.07278987,0.02098770
0.43178799,0.02768473,0.00183622,0.01884294,0.29057762,0.02965454
0.45244640,0.04539058,0.00210933,0.08313726,0.27793567,0.02750219
0.42069177,0.03540898,0.00281438,0.08061758,0.18013290,0.02965429
0.43459588,0.01320955,0.00154834,0.01888547,0.98974978,0.02707485
0.42195342,0.00168725,0.00267696,0.06367965,0.27357141,0.02487588
0.41155394,0.01728337,0.00183117,0.03482788,0.65701897,0.02749610
0.43769194,0.03976861,0.00225554,0.03658624,0.17015611,0.02890033
0.31628571,0.04566994,0.00379936,0.00499401,0.21765715,0.02492084
0.42532636,0.02080216,0.00211410,0.05812793,0.08431484,0.02815418
0.37923302,0.02852374,0.00239142,0.02948016,0.28706080,0.02978988
0.41914070,0.04623060,0.00168936,0.03980037,0.25460247,0.02759306
0.44541605,0.01124758,0.00098416,0.05678042,0.59603885,0.02759404
0.44162564,0.01897857,0.00225087,0.03838022,0.01785404,0.02749888
0.42251441,0.04735410,0.00295380,0.07976094,0.07601935,0.02562399
0.37529903,0.01644572,0.00183434,0.02279792,0.27526199,0.02721557
0.41787673,0.00674837,0.00154727,0.03442567,0.22397196,0.02641794
0.43066346,0.00127232,0.00084597,0.01198204,0.18505126,0.02782558
0.45356272,0.02403167,0.00197174,0.03006865,0.30813675,0.02895171
0.36138994,0.01560631,0.00098937,0.00000067,0.41324200,0.02792340
0.34227964,0.00126599,0.00042781,0.00000883,0.05649157,0.02824946
0.43445903,0.01756665,0.00085049,0.03898046,0.34930919,0.02834445
0.42912098,0.00997965,0.00168871,0.04489430,0.53801053,0.02632899
0.44583492,0.00183614,0.00126981,0.04669205,0.68639159,0.02726464
0.47267174,0.02234942,0.00211125,0.09521962,0.17563723,0.02848432
0.38485629,0.04188002,0.00071174,0.01896303,0.34888985,0.02880726
0.44626149,0.01715111,0.00197680,0.12713570,0.42153285,0.02721506
0.44316921,0.01152545,0.00267060,0.06099490,0.24533376,0.02463828
0.36659542,0.01433450,0.00366112,0.01891546,0.15470536,0.02342800
0.47239975,0.02867207,0.00351737,0.07749722,0.09948107,0.02941352
0.47071388,0.03106177,0.00295882,0.10876026,0.50808104,0.02988342
